img,pan_prob,pan_action,mean_dist,yol_prob,yol_action
000517,0.445,7,13.06445,0.979,7
001443,0.394,5,2.71121,0.678,5
000207,0.543,2,0,1.0,9
001447,0.286,5,0.39528,0.488,5
000577,0.578,8,5.96598,0.887,7
001631,0.27,7,0,1.0,9
001716,0.29,5,25.70673,0.688,5
000644,0.462,8,2.85595,0.492,1
001254,0.251,4,3.44581,0.824,5
001428,0.309,6,7.20351,0.443,5
000147,0.547,2,34.0466,0.612,1
000448,0.266,3,0,1.0,9
000473,0.277,5,0,1.0,9
001407,0.299,5,5.47807,0.494,5
001521,0.266,5,8.62603,0.765,5
000365,0.253,4,0,1.0,9
000322,0.551,2,4.27763,0.696,3
001280,0.319,4,3.63738,0.58,5
001299,0.27,4,3.42328,0.998,5
001440,0.347,7,0,1.0,9
001741,0.303,5,17.54736,0.641,5
001310,0.309,4,0,1.0,9
001746,0.268,5,8.62095,0.71,5
001563,0.335,5,0,1.0,9
000692,0.461,8,0.0,0.387,1
001708,0.392,6,24.77959,0.438,3
000888,0.399,4,23.39079,0.999,5
001425,0.298,5,10.30268,0.996,5
001547,0.378,5,0,1.0,9
001111,0.351,4,0,1.0,9
000782,0.3,6,0,1.0,9
001200,0.252,3,3.22304,0.672,5
000631,0.606,8,0,1.0,9
000892,0.343,4,5.39282,0.525,5
000879,0.237,4,11.64731,0.876,5
000336,0.498,2,0,1.0,9
001340,0.327,4,0,1.0,9
000911,0.32,4,25.37053,0.82,3
000865,0.426,4,23.6225,0.611,3
001707,0.392,6,24.77959,0.438,3
001092,0.272,4,0,1.0,9
001018,0.4,4,0,1.0,9
000800,0.36,4,16.7069,0.905,3
001088,0.388,4,0,1.0,9
001570,0.344,5,0,1.0,9
000352,0.568,2,0,1.0,9
000856,0.373,4,5.49913,0.498,5
000251,0.235,2,0,1.0,9
001176,0.297,4,0,1.0,9
001582,0.25,7,0,1.0,9
000313,0.538,2,0,1.0,9
001441,0.347,7,0,1.0,9
000429,0.469,7,14.07117,0.832,7
000780,0.476,8,0,1.0,9
000134,0.51,2,30.32649,0.652,1
001185,0.254,4,0,1.0,9
001328,0.297,4,0,1.0,9
001702,0.316,5,16.92875,0.685,3
000852,0.303,4,0.0,0.431,5
000408,0.529,2,0,1.0,9
001612,0.425,5,0,1.0,9
001560,0.254,7,0,1.0,9
000639,0.3,7,0,1.0,9
000377,0.553,2,0,1.0,9
001069,0.451,4,0,1.0,9
000306,0.514,2,0.0,0.394,5
001043,0.361,4,0,1.0,9
001352,0.319,4,0,1.0,9
001008,0.297,4,0,1.0,9
000912,0.285,4,13.35084,0.407,5
000034,0.555,2,17.842,0.95,1
000398,0.531,2,0.0,0.415,3
000397,0.531,2,0.0,0.415,3
001053,0.215,3,3.86846,0.4,1
000225,0.477,2,0,1.0,9
000746,0.254,5,0.48379,0.447,3
001114,0.357,4,0,1.0,9
001538,0.313,6,0,1.0,9
001463,0.31,5,0,1.0,9
001745,0.268,5,8.62095,0.71,5
001476,0.658,2,0.25,0.63,5
000589,0.741,8,0.7264,0.602,7
000165,0.473,2,0.0,0.933,1
001132,0.395,4,0,1.0,9
000355,0.234,4,0,1.0,9
000194,0.612,2,51.42852,0.665,1
001391,0.301,4,0,1.0,9
001621,0.285,5,0,1.0,9
001744,0.255,3,25.75958,0.8,3
001135,0.414,4,0,1.0,9
001543,0.306,5,0,1.0,9
000950,0.289,4,24.03312,0.728,3
001397,0.286,4,0,1.0,9
000540,0.456,7,9.35464,0.974,7
000549,0.28,7,1.64976,0.555,7
000740,0.447,8,2.06166,0.604,1
001753,0.318,5,28.89874,0.548,3
001652,0.277,5,9.29737,0.591,7
000331,0.485,2,0,1.0,9
000345,0.426,2,0,1.0,9
000935,0.359,4,0.0,0.545,3
001284,0.256,4,7.64645,0.596,5
001490,0.263,5,6.26667,0.962,5
001007,0.343,4,0,1.0,9
000459,0.391,8,2.77672,0.93,7
001031,0.356,4,0,1.0,9
000535,0.46,8,5.44871,0.915,7
001143,0.276,4,0,1.0,9
000201,0.619,2,0,1.0,9
000305,0.464,2,0,1.0,9
000243,0.553,2,0,1.0,9
000383,0.557,2,0,1.0,9
000171,0.55,2,9.73893,0.63,1
000380,0.492,2,0,1.0,9
000971,0.31,4,9.66552,0.971,3
000927,0.253,4,14.54702,0.671,5
000762,0.733,8,0,1.0,9
000529,0.381,7,4.53213,0.91,7
000675,0.373,8,0,1.0,9
001421,0.359,6,4.72114,1.0,5
000107,0.417,2,26.0746,0.698,1
000614,0.278,5,2.78554,0.484,1
000490,0.199,3,0,1.0,9
000276,0.379,2,0,1.0,9
000253,0.546,2,0,1.0,9
000124,0.543,2,34.94257,0.902,1
000042,0.391,2,19.0579,0.724,1
001163,0.326,4,0,1.0,9
001525,0.302,5,3.77119,0.996,5
000894,0.295,4,4.88832,0.998,5
000625,0.449,7,0,1.0,9
001586,0.256,5,0,1.0,9
000047,0.355,2,30.41724,0.881,1
000835,0.364,4,3.69607,0.676,5
001329,0.223,4,0,1.0,9
000170,0.515,2,0.0,0.961,1
000197,0.537,2,30.41487,0.846,1
000787,0.597,8,0,1.0,9
001660,0.254,5,5.23296,0.664,7
000877,0.316,4,35.85649,0.746,3
000974,0.319,4,24.28091,0.987,3
000399,0.422,2,0,1.0,9
000443,0.232,5,16.37906,0.775,7
000228,0.562,2,0,1.0,9
000454,0.245,5,0.65017,0.445,3
001585,0.256,5,0,1.0,9
000776,0.265,7,5.50184,0.527,1
000393,0.555,2,0,1.0,9
001456,0.679,2,4.8681,0.999,5
000205,0.549,2,0,1.0,9
000216,0.2,2,13.68995,0.539,3
001442,0.394,5,2.71121,0.678,5
000673,0.646,8,0,1.0,9
000133,0.51,2,30.32649,0.652,1
000660,0.579,8,0,1.0,9
000897,0.213,3,10.08179,0.996,5
000915,0.308,4,28.80022,0.509,5
001105,0.396,4,0,1.0,9
000543,0.257,7,0.77344,0.459,3
001158,0.254,4,0,1.0,9
000997,0.279,4,0.0,0.97,3
001735,0.325,6,18.68295,0.726,5
001000,0.374,4,0,1.0,9
000933,0.208,3,10.74782,0.651,5
000525,0.238,5,9.077,0.503,7
001695,0.218,3,8.05706,0.758,5
001671,0.246,5,1.20844,0.553,7
000678,0.652,8,0,1.0,9
001398,0.28,4,0,1.0,9
001262,0.322,4,2.79508,0.401,5
000699,0.294,6,0.42028,0.425,3
000063,0.531,2,7.3,0.481,1
001472,0.245,2,9.482,0.466,5
000578,0.497,8,1.74095,0.531,7
000889,0.517,4,28.32419,0.5,5
000230,0.489,2,0,1.0,9
000642,0.48,8,0,1.0,9
000115,0.203,2,21.58584,0.901,1
001237,0.254,4,2.2576,0.727,5
001595,0.323,5,0,1.0,9
000435,0.48,7,8.83535,0.928,7
000637,0.751,8,0,1.0,9
000878,0.332,4,11.38442,0.432,5
001478,0.281,5,3.40642,0.712,5
001101,0.293,4,3.11328,0.506,3
001234,0.314,4,4.76595,0.518,5
001462,0.31,5,0,1.0,9
000793,0.749,8,0,1.0,9
000360,0.25,2,0,1.0,9
001601,0.28,5,0,1.0,9
000984,0.255,4,22.93457,0.792,5
001402,0.396,4,0,1.0,9
000241,0.437,2,24.55408,0.706,3
000067,0.469,2,34.59295,0.738,1
001411,0.349,6,0.0,0.6,5
000452,0.561,8,2.61431,0.99,7
000137,0.499,2,11.57906,0.634,1
001236,0.277,4,3.97871,0.923,5
001703,0.316,5,16.92875,0.685,3
000252,0.546,2,0,1.0,9
000460,0.294,7,0,1.0,9
001130,0.324,4,0,1.0,9
001613,0.425,5,0,1.0,9
001734,0.221,3,6.3604,0.661,5
001210,0.391,4,0,1.0,9
000738,0.696,8,0,1.0,9
000007,0.472,2,39.31298,0.919,1
000105,0.615,2,44.14513,0.857,1
000259,0.622,2,0,1.0,9
000347,0.563,2,0,1.0,9
001323,0.284,4,0,1.0,9
001014,0.289,4,0,1.0,9
000285,0.502,2,0,1.0,9
001065,0.27,4,0,1.0,9
001465,0.319,7,7.44297,0.711,5
001230,0.2,3,13.08798,0.537,5
001729,0.199,3,39.19391,0.49,3
001455,0.679,2,4.8681,0.999,5
000672,0.646,8,0,1.0,9
001257,0.239,2,5.0133,0.822,5
000769,0.529,8,0,1.0,9
000636,0.751,8,0,1.0,9
001682,0.361,5,15.65008,0.451,5
000851,0.358,4,1.5,0.486,5
000269,0.595,2,3.40917,0.44,3
001681,0.324,5,19.59658,0.747,5
000868,0.392,4,4.60832,0.483,3
000247,0.537,2,0,1.0,9
001153,0.393,4,0,1.0,9
000591,0.26,7,0.60087,0.451,7
001382,0.313,4,0.85,0.604,1
001022,0.4,4,0,1.0,9
000476,0.412,8,2.91305,0.912,7
001469,0.216,3,10.20388,0.669,5
000051,0.626,2,4.64554,0.753,1
001300,0.382,4,5.20711,0.878,5
000669,0.204,3,2.24911,0.495,1
001715,0.29,5,25.70673,0.688,5
001217,0.284,4,1.58824,0.407,5
000909,0.279,4,0.0,0.649,5
001238,0.279,4,1.85599,0.48,5
000957,0.302,4,13.51258,0.738,5
001348,0.369,4,0,1.0,9
000966,0.252,4,19.90332,0.583,5
000680,0.357,8,0,1.0,9
001544,0.194,2,0,1.0,9
000441,0.677,8,10.80176,0.878,7
000802,0.388,4,0.0,0.517,3
001315,0.403,4,0,1.0,9
001731,0.343,6,18.42294,0.673,5
001324,0.358,4,0,1.0,9
000547,0.695,8,5.40632,0.956,7
001214,0.31,4,0,1.0,9
000840,0.232,4,5.07017,0.993,5
001278,0.216,3,2.45838,0.724,5
001383,0.212,2,0,1.0,9
001388,0.328,4,0,1.0,9
000326,0.463,2,0,1.0,9
001704,0.22,3,6.38292,0.553,3
001182,0.267,4,0,1.0,9
000139,0.617,2,24.23295,0.712,1
000231,0.527,2,0,1.0,9
001747,0.345,5,8.77901,0.533,5
000975,0.301,4,12.01791,0.604,5
000038,0.301,2,22.92342,0.765,1
001028,0.328,4,0,1.0,9
000485,0.255,7,0.80943,0.438,3
001492,0.303,5,16.12347,0.581,5
000301,0.525,2,0.0,0.547,3
000834,0.286,4,24.67759,0.574,5
001202,0.323,4,0.1118,0.355,7
000536,0.37,8,6.31715,0.602,7
001082,0.381,4,0,1.0,9
000472,0.277,5,0,1.0,9
000798,0.758,8,0,1.0,9
001346,0.323,4,0,1.0,9
000918,0.292,4,9.72368,0.649,5
000304,0.55,2,0,1.0,9
001317,0.287,4,0,1.0,9
000697,0.248,3,0,1.0,9
000619,0.433,7,0,1.0,9
001040,0.323,4,0,1.0,9
000594,0.472,7,2.31707,0.944,7
000843,0.296,4,0.0,0.543,3
001187,0.281,4,0,1.0,9
000850,0.365,4,0.0,0.454,3
000839,0.305,4,28.26026,0.411,5
001335,0.298,4,0,1.0,9
000373,0.554,2,0.0,0.393,3
001450,0.261,8,5.22015,0.911,5
001415,0.326,6,8.76396,1.0,5
000000,0.53,2,21.87023,0.589,1
000855,0.306,4,11.03981,0.753,3
000648,0.495,8,0,1.0,9
001396,0.357,4,0,1.0,9
000371,0.398,2,0,1.0,9
001675,0.246,5,24.88622,0.754,5
000857,0.375,4,4.05123,0.851,5
001603,0.356,5,0,1.0,9
001209,0.22,3,12.68395,0.858,5
000089,0.534,2,26.54862,0.788,1
001656,0.66,2,5.66242,0.761,7
001405,0.291,4,0,1.0,9
001115,0.317,4,0,1.0,9
001203,0.236,3,10.45956,0.702,5
001728,0.354,5,21.4319,0.426,3
000684,0.65,8,0,1.0,9
001401,0.233,4,0,1.0,9
000400,0.202,2,0.71432,0.667,1
001307,0.347,4,0,1.0,9
001602,0.356,5,0,1.0,9
001225,0.366,4,0,1.0,9
001600,0.28,5,0,1.0,9
000764,0.534,8,0,1.0,9
000626,0.283,6,0,1.0,9
000483,0.677,8,2.47052,0.767,7
000829,0.393,4,2.85,0.719,5
000130,0.558,2,4.82701,1.0,1
000190,0.392,2,34.47122,0.995,1
001145,0.335,4,0,1.0,9
000084,0.354,2,29.37249,0.932,1
000929,0.325,4,25.75333,0.662,3
001597,0.382,5,0,1.0,9
000962,0.318,4,23.31499,0.946,3
001196,0.335,4,0,1.0,9
001244,0.316,4,0.0,0.365,5
000624,0.449,7,0,1.0,9
000344,0.578,2,0,1.0,9
000482,0.677,8,2.47052,0.767,7
000862,0.379,4,1.3,0.481,5
001263,0.284,4,5.02932,0.936,5
000553,0.723,8,18.61332,0.847,7
000382,0.557,2,0,1.0,9
001611,0.312,5,0,1.0,9
001592,0.338,5,0,1.0,9
001208,0.309,4,3.96765,0.629,5
001073,0.336,4,0,1.0,9
001083,0.288,4,0,1.0,9
000022,0.327,2,16.85821,0.983,1
001261,0.363,4,0,1.0,9
001468,0.303,5,6.66075,0.817,5
001565,0.335,6,0,1.0,9
001501,0.258,5,7.19341,0.95,5
000849,0.263,4,3.06635,0.566,5
001333,0.366,4,0,1.0,9
001057,0.429,4,0,1.0,9
001419,0.29,2,0,1.0,9
001548,0.378,5,0,1.0,9
000679,0.652,8,0,1.0,9
001720,0.291,5,7.28236,0.595,5
001561,0.254,7,0,1.0,9
000781,0.476,8,0,1.0,9
000091,0.499,2,24.72807,0.571,1
000195,0.356,2,37.21777,0.912,1
000296,0.42,2,0,1.0,9
000495,0.466,7,2.81049,0.941,7
000537,0.37,8,6.31715,0.602,7
001535,0.303,5,0,1.0,9
001370,0.29,4,0,1.0,9
000657,0.365,2,0,1.0,9
000709,0.692,8,0,1.0,9
001420,0.359,6,4.72114,1.0,5
001038,0.341,4,0,1.0,9
000362,0.542,2,0,1.0,9
000930,0.207,3,14.95432,0.584,5
000090,0.452,2,28.568,0.92,1
000242,0.553,2,0,1.0,9
001641,0.658,2,7.54981,0.725,7
000396,0.363,2,0,1.0,9
001181,0.336,4,0,1.0,9
000524,0.238,5,9.077,0.503,7
000284,0.518,2,0,1.0,9
001251,0.254,4,4.30382,0.571,5
001035,0.365,4,0,1.0,9
001467,0.303,5,6.66075,0.817,5
001041,0.254,4,0,1.0,9
001140,0.315,4,0,1.0,9
000561,0.298,5,1.52744,0.502,3
000378,0.553,2,0,1.0,9
001075,0.412,4,0,1.0,9
000632,0.39,8,0,1.0,9
001694,0.255,3,24.09554,0.381,3
000428,0.469,7,14.07117,0.832,7
001113,0.325,4,36.98205,0.572,3
000386,0.408,2,0,1.0,9
000516,0.445,7,13.06445,0.979,7
001504,0.223,3,1.15434,0.401,5
001366,0.368,4,0,1.0,9
001630,0.27,7,0,1.0,9
001044,0.348,4,0,1.0,9
000268,0.543,2,0,1.0,9
000214,0.539,2,0,1.0,9
000279,0.51,2,0,1.0,9
000018,0.544,2,14.85418,0.579,1
000656,0.365,2,0,1.0,9
000278,0.544,2,0.0,0.39,3
000112,0.518,2,41.67128,0.999,1
001537,0.313,6,0,1.0,9
001637,0.363,5,3.20335,0.542,7
001133,0.339,4,0,1.0,9
000008,0.455,2,41.14859,0.969,1
001087,0.363,4,0,1.0,9
001670,0.246,5,1.20844,0.553,7
001134,0.297,4,0,1.0,9
000283,0.557,2,0,1.0,9
001722,0.297,6,0.0,0.45,5
001691,0.326,5,0.0,0.994,5
000370,0.449,2,0,1.0,9
000339,0.402,2,0,1.0,9
001587,0.339,5,0,1.0,9
001449,0.264,3,7.41367,0.496,5
000606,0.648,8,0,1.0,9
000416,0.5,8,0,1.0,9
000768,0.529,8,0,1.0,9
000570,0.756,8,3.27425,0.941,7
000948,0.222,4,20.10104,0.655,5
000315,0.398,2,1.12211,0.392,1
001250,0.351,4,0,1.0,9
001635,0.269,5,9.38047,0.796,7
001012,0.416,4,0,1.0,9
000953,0.323,4,11.69408,0.753,3
001368,0.262,4,0,1.0,9
001739,0.226,3,32.55425,0.497,3
001077,0.293,4,0,1.0,9
000364,0.607,2,0,1.0,9
000052,0.344,2,26.33704,0.937,1
001654,0.25,3,3.76253,0.973,7
000932,0.31,4,0.0,0.503,5
000996,0.194,3,12.90682,0.619,5
000792,0.749,8,0,1.0,9
000261,0.498,2,0,1.0,9
001098,0.282,4,0,1.0,9
000893,0.345,4,26.0805,0.45,5
000618,0.433,7,0,1.0,9
000077,0.212,2,0.0,0.449,1
000156,0.649,2,32.56276,0.503,1
000926,0.244,3,24.87221,0.778,3
000745,0.72,8,0,1.0,9
000978,0.357,4,27.24353,0.826,5
001589,0.24,3,0,1.0,9
001488,0.338,5,14.64552,0.737,5
000149,0.629,2,30.1232,0.675,1
001422,0.393,5,8.42199,0.737,5
001170,0.315,4,0,1.0,9
000074,0.537,2,7.08163,0.694,1
